Date,Open,High,Low,Close,Volume
2017-02-14,3686.9314939060005,3728.2845582110003,3671.438639555001,3684.8675454280005,1693860.2750230955
2017-02-15,3723.614952955,3735.7369075459997,3658.673520012,3669.76345248,1373547.5256606513
2017-02-16,3633.1849780909997,3645.8807740810007,3566.647427896,3616.882967108,1398556.6896372936
2017-02-17,3583.2057766959997,3607.595808659,3564.7690243419997,3586.1827591740002,1179325.6849034396
2017-02-20,3581.7414319039995,3598.5449429329997,3560.749380845999,3573.768497876,983117.4109602108
2017-02-21,3567.0383372009996,3587.872676473,3545.053126463,3578.312632741999,1500357.7241623048
2017-02-22,3609.173214865,3661.689480714,3588.6876728770003,3609.218933649,1429359.4731780111
2017-02-23,3598.0219572990004,3647.447181239,3588.7809765619995,3617.803365328,1081074.9357296745
2017-02-24,3592.289157943,3622.142688306,3569.233391573,3596.513629220999,1458469.3151239222
2017-02-27,3564.9221215989996,3587.4293931529996,3532.424030012,3558.9163335250005,1660574.3870605626
2017-02-28,3575.1459291209994,3598.360650066999,3554.6839953999997,3569.481891383,1813927.7093965793
2017-03-01,3574.6640761050003,3631.8123618170002,3559.3225089770003,3619.039603156,1687289.4595159658
2017-03-02,3688.8766531939996,3718.2910480880005,3659.9322231850006,3704.1619689130002,1654779.579010526
2017-03-03,3689.902683947,3701.3018079930002,3641.597921203,3658.1102236239994,1473179.7151491973
2017-03-06,3641.0976626340002,3652.278061632999,3617.3720708079995,3632.412362738,1031802.5032148536
2017-03-07,3616.1830267550004,3637.8128350159996,3592.1493590489995,3606.259391517,1243447.5734255991
2017-03-08,3605.714096732,3612.393153262,3577.3973065070004,3591.7864607779993,1370671.6250356873
2017-03-09,3634.7249490169997,3679.025829244,3617.171438172,3670.5515394440004,1276742.2557817372
2017-03-10,3709.913864686,3761.976436063,3682.5059654839997,3755.3238759360006,1905574.5722954972
2017-03-13,3722.4738952949992,3751.231699461,3703.94013336,3712.679571919,1031421.6550361916
2017-03-14,3725.8803702650002,3743.542218884,3704.45159773,3735.140879486,998485.9426756167
2017-03-15,3699.366992372,3709.884506118,3678.7524424020003,3698.8869382089997,1004903.5621219209
2017-03-16,3663.672239549,3728.1803090210005,3641.3060243289997,3709.294842366,1519381.7146479127
2017-03-17,3667.072703448999,3707.737566256,3648.939639287999,3682.1095933869997,1825873.4883389014
2017-03-21,3682.4279372489996,3701.6210477939994,3646.743390114,3686.6502838200004,1546760.8236511433
2017-03-22,3628.2459722529993,3651.998122384,3593.9718168029995,3605.693475205,1421692.1540244669
2017-03-23,3619.512818631,3639.276333766001,3601.485022453999,3609.9402063439993,1300993.3872716401
2017-03-24,3629.225749319,3678.9508236809997,3620.0934370170003,3662.6829101219996,1545837.325094145
2017-03-27,3630.851772902,3676.3251850619995,3618.411247013,3663.1754298039996,1282478.464155601
2017-03-28,3724.1987703109994,3776.030193751,3710.8357765159994,3763.2490784400006,1669884.4075780767
2017-03-29,3819.9087258859995,3853.4051392870006,3792.175569743,3821.1711248549996,1712735.0316595638
2017-03-30,3816.7853312020006,3878.5045347699997,3795.5997428399996,3842.755491365,1708390.6610357407
2017-03-31,3856.9621420979997,3884.0713489359996,3808.6873022100003,3833.5638343500004,1930644.178767394
2017-04-03,3886.31080618,3925.109427091,3869.999660531,3902.8214089369994,1696270.8232348412
2017-04-04,3950.8897559069997,3992.2714256179997,3860.1011728739995,3883.3350186290004,1876028.6766219877
2017-04-05,3897.489365696,3915.591862751,3832.346775457,3864.649563042,1600806.8971336717
2017-04-06,3815.035966572,3842.7171679939997,3784.8501140519998,3803.3977995840005,1732494.1694328003
2017-04-07,3844.6802841000003,3864.9311264790003,3764.025231649,3802.867309433,1766924.214259688
2017-04-10,3833.8580345469995,3888.367309615,3800.1855267650003,3880.8151687000004,1508738.5445071827
2017-04-11,3832.3031426820003,3853.7253017589996,3796.5633122140007,3824.2118829129995,1162584.9816443177
2017-04-12,3787.9350083639997,3814.3976460479994,3727.4574683919996,3764.1766056269994,1548415.0139012658
2017-04-13,3678.334098361,3725.954446983999,3631.2206709760003,3711.4184600559997,1793467.900289485
2017-04-14,3731.957509041,3738.263275572,3650.5576895860004,3671.03066449,1435324.9962978594
2017-04-17,3632.9958204150007,3688.1255683020004,3622.2470769569995,3653.556376608,1035691.9191201148
2017-04-18,3711.5006982379996,3738.1279633609997,3645.644025556,3666.0710521670003,1220589.848614161
2017-04-19,3657.7881525049993,3720.4744952599995,3645.485807637,3702.2271558180005,1534383.7260783142
2017-04-20,3721.8141863200003,3768.174506526,3705.603677409,3717.8718976070004,1504878.954344212
2017-04-21,3789.637863614,3871.28346293,3739.5318730619992,3851.892223506,1910651.5751195112
2017-04-24,3931.9648697090006,3944.8575942300004,3872.27355535,3881.846255078,1498380.3001172766
2017-04-25,3883.7266568919995,3979.2530618860005,3878.436934958,3958.8804438270004,1615448.8574917223
2017-04-26,4036.161479687,4075.0913178459996,4010.5064294900003,4049.209709396,1451816.3983056913
2017-04-27,4013.857778775,4066.4398493159997,3996.8333874240006,4050.8678571009996,1143306.9195036252
2017-04-28,4090.292948522,4097.739265735,4020.7253892920003,4058.463601559,2208151.8165311413
2017-05-01,4418.250183618001,4510.397223955,4345.358956981,4490.184142306,2336753.2633092883
2017-05-02,4421.484591689,4568.648468615001,4417.442896927,4520.724527123999,1965811.1012063143
2017-05-08,4550.424895288999,4633.740493935999,4503.113877768001,4609.4172730049995,2446734.800486321
2017-05-09,4563.611639036,4584.0660235509995,4510.359256893,4521.954336076999,1874895.448127743
2017-05-10,4519.874216135,4560.077890346,4482.652635557,4536.926817707,1854820.9355267144
2017-05-11,4611.051815082999,4681.670798993,4593.004380625999,4635.691854204001,2532703.372646967
2017-05-12,4641.417497279,4678.705645533999,4593.7180218290005,4620.746791243999,2174047.442398635
2017-05-15,4565.254980211999,4646.464492947,4556.006118125,4610.650476377,1459400.583526949
2017-05-16,4670.157076854999,4689.853136191999,4626.336933004,4672.671942761,1503731.2147748496
2017-05-17,4692.496930651,4786.585828669,4669.071738044001,4755.381754197999,1593517.1293982656
2017-05-18,4631.942514777999,4708.341609124001,4606.884363982001,4683.826846443,1675414.2374890712
2017-05-19,4730.6197943100005,4802.555321369,4712.624845979999,4768.166943884,1864427.702777083
2017-05-22,4777.389979267,4804.748992292999,4723.813533277,4758.552209635001,1275087.2331055875
2017-05-23,4711.120640545,4736.588742325999,4654.676104719,4677.485481874001,1307964.9980190662
2017-05-24,4732.537674124999,4778.013549039,4713.899617172,4770.595500351002,1423521.0464223232
2017-05-25,4761.001762208,4847.835993541001,4754.1064815,4828.0930379930005,1364455.517432833
2017-05-26,4801.967284221,4809.3293625900005,4764.281922622,4788.410334506001,1314338.4345363677
2017-05-29,4810.625684601,4820.219429412,4760.435324636001,4792.392140903,1039482.1553787879
2017-05-30,4801.935491586,4807.340840260001,4717.139317024999,4751.899325927,1086340.7704511883
2017-05-31,4758.582282315001,4816.4354097899995,4715.916710338999,4761.283621549001,2115623.7841799604
2017-06-01,4838.596513592,4966.906623375001,4817.526864412001,4939.84207289,2060168.4788055888
2017-06-02,4951.2064611959995,5008.1821164719995,4928.5090785739985,4949.7338134169995,2002041.487422346
2017-06-05,4953.771116577,5072.251193915001,4940.823873361001,5040.887917044999,1501845.2577155018
2017-06-06,5074.310120523999,5082.700516955,4995.77799047,5018.136952868999,1797563.5701376535
2017-06-07,4998.097489716001,5072.974552371,4984.086631941001,5050.927393275999,1377002.2899891199
2017-06-08,5068.540257545001,5077.506307508001,5004.3845290439995,5016.8424505680005,1544107.0739477978
2017-06-09,5049.365409117,5101.845770868001,5012.635798971999,5064.513864511,1949908.6607822261
2017-06-12,4923.767657214999,4977.726773124001,4866.542474752001,4940.1959878220005,1677927.5071017758
2017-06-13,4884.742880297001,4945.509801025,4872.602418470001,4939.016672039,1433790.395270036
2017-06-14,5001.123166248,5015.252040100999,4883.974894503,4889.838404528,1456798.6462562208
2017-06-15,4842.139025608,4882.813577851999,4807.312308408,4829.897629577,1407302.0608552191
2017-06-16,4823.299668889001,4851.0254515219995,4774.736912844,4798.202159089999,2146465.9336536746
2017-06-19,4798.479528274,4875.767532432001,4785.617533854001,4862.889852883999,1296328.8489686488
2017-06-20,4954.0032382419995,4979.786975378999,4933.802503104,4958.013990543001,1552392.5427547852
2017-06-21,4928.673099946999,4962.730617376,4908.0959543280005,4911.9333295139995,1237466.4622493396
2017-06-22,4930.314126821,4940.136395151,4865.376139278,4885.613343664,1160551.6535897802
2017-06-23,4882.386923921,4889.760457981,4827.381299516001,4840.935316964999,1144754.0954252267
2017-06-26,4843.426461160999,4930.519571958,4836.960867318,4919.192747381001,1097476.5984463058
2017-06-27,4927.289498716999,4934.88577624,4833.4238894009995,4875.100213477999,1246158.3516910304
2017-06-28,4801.637040068,4816.245305326,4688.810232529,4696.993952289001,1897607.5176988728
2017-06-29,4755.184015784001,4771.515105639999,4668.730208845999,4693.031896481,2028682.9698470475
2017-06-30,4535.263198498001,4651.1564991529995,4491.257916476,4646.019485776999,1782711.7213056555
2017-07-03,4599.743279130999,4650.448926757,4588.771061791999,4635.515984517,1225848.0449139425
2017-07-04,4640.730332542001,4648.642272211001,4525.527438427,4546.558723108,1524704.7075482877
2017-07-05,4507.515102563,4651.2633599,4497.0946873289995,4645.029758625,1622998.115055507
2017-07-06,4680.145112103,4714.842697488,4583.371334342,4610.7910818969995,1690361.002918625
2017-07-07,4568.855740095,4672.21461685,4557.7336678990005,4645.340899950001,1367834.6917768805
2017-07-10,4748.563104113,4791.658820955,4703.651772120001,4740.2118901839995,1449417.3728217995
2017-07-11,4769.0547802209985,4783.008777521,4730.690399855001,4773.053396298,1197276.4166843458
2017-07-12,4754.347165808,4772.913907814,4705.896231362999,4757.842089133,1323018.3487034172
2017-07-13,4792.402105636,4893.104213833999,4783.5492849620005,4878.672199113999,1422842.623224822
2017-07-14,4882.830283201,4899.8929892979995,4814.277876433,4832.307789850999,1346450.316968887
2017-07-18,4818.7334508779995,4885.593112738001,4773.415610469001,4871.087857885,1396810.4309406355
2017-07-19,4871.115079286,4910.229579947999,4851.355186012001,4897.164561367001,1437552.8349219426
2017-07-20,4940.007084739,4983.851103123,4928.384137245999,4965.862462302999,1396401.3427882825
2017-07-21,4962.4511434940005,5006.372135306001,4949.562094190998,4974.078657779,1249746.1846608322
2017-07-24,4949.473546249,4977.124041635001,4918.007937386001,4933.323912683999,1111577.674915555
2017-07-25,4971.087988953,5016.093307253001,4950.720501681,4975.19772738,1296563.0957699162
2017-07-26,4998.4434341470005,5012.739449308,4950.902975653999,4979.729769289,1436619.5946728624
2017-07-27,4984.671898289,5098.355655433999,4970.9753961569995,5086.934654831999,1645636.8461136897
2017-07-28,4921.593189028002,4962.366164661,4775.619877686001,4783.235695139,2634412.135915391
2017-07-31,4814.5468340160005,4860.139494215,4730.098753595999,4772.600359928,2837013.659621195
2017-08-01,4710.247618485,4742.948939264,4645.487297792,4686.334125798,2111702.723632593
2017-08-02,4708.900068474,4799.606821757,4698.679572532999,4786.340008923,1566339.6450817438
2017-08-03,4729.3271537989995,4747.774111713999,4671.220193606,4695.306973701999,2048138.2067795424
2017-08-04,4644.009470589,4673.989556125001,4598.110199805999,4613.543562785,1718167.625720921
2017-08-07,4648.690113887999,4690.999434894,4627.212593732,4658.031950515,1169158.041224066
2017-08-08,4731.143400164,4738.628489556999,4661.674852075,4674.304435147999,1103339.8603251602
2017-08-09,4626.260418395001,4654.804144414001,4568.573468809001,4589.871752345,1549861.8357084873
2017-08-10,4624.250048335001,4653.031942191,4588.562752269,4613.584002858,1507750.1462303703
2017-08-14,4574.221534192,4647.264107301001,4543.944377937999,4615.987105977999,1597624.6357535103
2017-08-15,4693.999583811001,4724.24526669,4654.799570168,4691.428579964,1287241.3538245354
2017-08-16,4687.315526024,4714.612232083,4640.750785691,4649.508266691,1108978.902030791
2017-08-17,4646.803339014,4689.283777911,4626.625079371,4654.208333911,1011373.1232603819
2017-08-18,4599.048031759,4691.801081925001,4581.749711587,4666.559108976,1279325.6921637687
2017-08-21,4677.472789009,4682.454404495001,4595.171133248001,4602.418116061999,1037207.6316647207
2017-08-22,4609.614365425,4672.155588207999,4598.369144439001,4656.545696332,1008028.8363390943
2017-08-23,4714.124311738,4732.966344300001,4670.521428394,4693.7708699820005,1245016.922470595
2017-08-24,4681.175806497,4709.57762839,4644.8880404110005,4650.664959738999,1004879.354873151
2017-08-25,4658.073500272,4676.324151163,4634.359989851999,4666.5921105200005,947533.6166061555
2017-08-28,4679.174538021,4700.240115105999,4632.502379394,4657.5374434000005,915477.6450066746
2017-08-29,4638.27723318,4682.7715245340005,4620.55394832,4670.173256855,973386.113548784
2017-08-30,4685.517999811,4702.394682971,4656.813086699,4682.079417467999,1402940.468509522
2017-08-31,4732.760426663999,4772.602126873,4714.3609114539995,4758.289006354001,1454284.0110898975
2017-09-01,4774.413337540001,4791.020460243,4730.585853654,4764.883549126999,983117.134051695
2017-09-04,4751.366645506999,4758.719685476,4701.128665174,4734.213380838,888084.384675142
2017-09-05,4765.2350630480005,4777.241999694001,4677.980889455001,4710.486192765,945369.8912560835
2017-09-06,4641.316208417,4696.154870228,4621.831028047,4642.751892626,1254902.1969175104
2017-09-07,4663.190467226001,4722.834727001999,4633.1230342730005,4686.302862852,1242900.259505482
2017-09-08,4674.393962491999,4722.057556954001,4662.948150310999,4683.374471211,1488712.3695232864
2017-09-11,4699.142670759999,4749.212474766,4690.9643948699995,4743.517560048,1012956.806789828
2017-09-12,4810.208724345999,4850.682994775,4796.201645709,4833.193064601,1286635.2719633726
2017-09-13,4859.291078664999,4877.554993175001,4827.66440906,4852.108592539001,1031545.4641548358
2017-09-14,4870.917949158999,4961.727513841999,4854.829775128,4939.305149390001,1833597.7728389092
2017-09-15,4943.1498858919995,5049.837457474001,4934.194421436001,5045.9995960490005,2229817.7015892277
2017-09-19,5169.344411307,5207.7793259750015,5128.7427502069995,5201.827918641,1787537.7552407556
2017-09-20,5201.7489715130005,5226.3039643560005,5159.040777569,5195.885244460001,1391771.05328548
2017-09-21,5213.154715384,5222.731047003,5129.838454216,5152.062742731,1486188.20045748
2017-09-22,5162.403391195,5191.31112301,5130.807428197999,5160.594343886999,1221240.8492998492
2017-09-25,5213.309203252001,5254.515782430999,5204.632661467999,5227.938094483,1187877.9592577314
2017-09-26,5179.7953758230005,5209.337332624,5078.4580976199995,5119.727614344,1621007.692458382
2017-09-27,5160.234038928002,5215.822348500999,5107.888236476998,5190.8930143649995,1049128.0320005978
2017-09-28,5318.270817201,5373.860743961,5252.169099808,5274.344059837999,1586101.406253283
2017-09-29,5271.184853608,5332.836078820999,5254.844527250999,5299.2043946680005,1442645.032937258
2017-10-02,5344.850511508,5352.104554655,5302.849858520999,5326.183595918,1158402.1836647175
2017-10-03,5341.895001288,5354.458203261,5304.482459327998,5328.874370201001,1260720.7202067857
2017-10-04,5333.450180075,5343.048438248,5286.490266702999,5303.347685304,1224324.6184471687
2017-10-05,5303.140726884,5337.303989708,5267.054607830998,5288.370606324999,1030393.439291131
2017-10-06,5310.437371864001,5320.070285131001,5216.234518914,5229.9302810849995,1056868.0180082342
2017-10-10,5283.946570888001,5324.892215100999,5265.997398687,5315.3291127679995,1115104.277900961
2017-10-11,5310.615618328,5350.103708328001,5297.381682278001,5321.195258340999,1110521.0616441995
2017-10-12,5359.253953244,5436.163141288,5345.777547574,5397.394333601,1458502.5505191388
2017-10-13,5443.333789820999,5473.191875278,5393.797953908999,5468.800313498001,1958907.0505556983
2017-10-16,5482.603335358001,5532.1687528309985,5451.809649764001,5465.000196835,1407807.0670471597
2017-10-17,5485.120502317999,5528.426968475001,5463.730827994,5515.770929228001,1298103.6830281452
2017-10-18,5529.457121634999,5561.643334234001,5464.5506810609995,5532.376304508,1268010.6678455444
2017-10-19,5556.009329267999,5639.728145810999,5530.153712468001,5620.914042698,1340698.1878007636
2017-10-20,5639.798485351,5688.864326854,5620.680489274,5643.106224927999,1729800.7292928828
2017-10-23,5738.053998057999,5785.275963108001,5695.008574924,5769.269121971,1777387.7523225509
2017-10-24,5774.019252220999,5813.905423618001,5704.086597281999,5809.236546485,1583932.229006767
2017-10-25,5830.555528565001,5883.815436828001,5744.070127807999,5764.313722885,1683624.3776782542
2017-10-26,5727.362983682,5828.684239805,5713.337016228,5814.234711168,1057118.2940855036
2017-10-27,5875.074725281999,5898.2991782379995,5818.767980408,5894.965725058,1561411.2422434026
2017-10-30,5918.939976885001,5956.720173562,5895.577869172,5935.678701762001,2584961.8492341554
2017-10-31,5902.598170205,5963.483767041999,5863.7724762279995,5948.343366982,1970128.8290252504
2017-11-01,6289.319766828001,6655.008479362002,6251.111393248001,6616.320505197999,2983979.48672314
2017-11-02,6571.117153344998,6681.266271622,6466.135938864999,6645.980819465,2021760.5818802225
2017-11-06,6688.5779185149995,6716.804411351999,6542.307745968,6596.210268078,1802546.1140985664
2017-11-07,6594.757020904999,6664.944937857999,6587.420837908,6657.088986825001,2032920.604547066
2017-11-08,6656.255274285,6725.521426752,6605.674932224998,6695.287691487999,2217470.2081564064
2017-11-09,6745.126301648001,7010.852530048,6570.361592752,6767.453914565001,2754689.237597061
2017-11-10,6653.852835384999,6787.657180305001,6604.432089525,6695.801608542001,2157015.960888856
2017-11-13,6735.1796130679995,6749.698246518002,6594.783968377999,6610.058547501999,1447684.0749105175
2017-11-14,6612.909193568001,6789.9441864479995,6588.383761118,6659.914287807999,2006990.918056606
2017-11-15,6647.061924192001,6745.5309271979995,6569.5226308619995,6620.428299625001,1926047.9161025842
2017-11-16,6545.189238415,6759.485102215,6530.287510075001,6732.155446318,1821711.8325999645
2017-11-17,6858.113344412,6977.471778979,6755.356315654999,6787.177743631999,2105080.6160879075
2017-11-20,6679.269590462,6778.204406308001,6637.144166978001,6676.009689754999,1490895.7080467092
2017-11-21,6801.768641027999,6843.297709075,6683.934340264999,6703.358798868001,1255797.8177605942
2017-11-22,6814.069132712,6841.494010177999,6709.908476187999,6744.371759937999,1505263.750246427
2017-11-24,6716.841313112,6877.675482635001,6687.440012378001,6870.501099205001,1049011.3016541589
2017-11-27,6893.786743062001,6908.964247407999,6734.797283268,6770.827183785,1302930.8577620864
2017-11-28,6673.7715302219995,6685.400339641999,6460.857570128001,6609.291897064999,1829262.135253582
2017-11-29,6478.167887141999,6531.487743274999,6245.347123988,6308.6886285049995,2149153.2151155234
2017-11-30,6057.412831038,6299.386679577999,6029.039111542002,6258.306687291999,2804267.212867605
2017-12-01,6360.225647428999,6398.139524871999,6168.095675394999,6270.608822238,1863270.7190307532
2017-12-04,6238.099012472001,6303.417197175001,6219.105409195,6252.927082077999,1446991.5448622203
2017-12-05,6071.729452292,6182.152587072,6051.835131725,6105.462144851999,1646130.8761614196
2017-12-06,6100.013963357999,6185.931337448999,6037.594753832001,6056.652901644999,1956542.6480409368
2017-12-07,6152.837679678,6340.0834158120015,6129.083147945,6328.883942202,2083359.1175020933
2017-12-08,6450.406409134999,6539.265361448,6382.294058261999,6494.730085198,2574825.9222110435
2017-12-11,6493.450331055001,6500.931779322,6345.264665207998,6405.527530249,1359360.4928083168
2017-12-12,6435.255478352001,6503.628215299,6381.143306995,6405.5738034490005,1129932.047544142
2017-12-13,6319.553116249001,6352.2640135619995,6236.140696458,6248.594852535001,1342172.6378667103
2017-12-14,6242.6942311719995,6370.054329645,6224.816271854999,6286.708664525,1492298.0162035183
2017-12-15,6264.182934564999,6421.0710313849995,6231.503293995,6348.314844025001,1859710.2870438758
2017-12-18,6450.587172158999,6482.458609572,6404.804817529001,6442.702871589001,1264134.022964348
2017-12-19,6533.919172172001,6561.483406438999,6400.393265934999,6426.591068889,1205243.9355288735
2017-12-20,6424.045239079,6457.205300939001,6343.714588369,6402.569765342,1168128.1349378054
2017-12-21,6383.102014692,6437.591620032,6335.944427646,6423.553551536,1114581.5579869852
2017-12-22,6326.982146821999,6369.166394652,6239.805868708999,6311.393516718999,1385769.5810013874
2017-12-25,6293.453067675,6332.197382299,6255.715376082,6308.740015351998,787468.1712031738
2017-12-26,6286.798408205001,6304.839873672,6238.3972669489995,6247.152615702,806832.1824078875
2017-12-27,6243.045757979,6322.737435132001,6219.235296442001,6301.082063392,867957.176425029
2017-12-28,6320.063026239,6344.271508559,6242.208277425999,6268.535728696,829931.8173486909
2017-12-29,6277.394516429,6316.767535246001,6216.594387398999,6232.766994395,715794.5971679537
2018-01-04,6480.450019859,6588.020656046,6433.773583845999,6582.931436942,1802286.7232347385
2018-01-05,6670.750499499,6700.541127739,6563.744010669,6633.389744795999,1431210.4760197604
2018-01-09,6798.089737542,6811.901821431999,6700.708413859002,6737.423192366,1569286.1236651659
2018-01-10,6712.325663969001,6735.396716721999,6587.016074689001,6656.686553699001,1497198.1802726693
2018-01-11,6597.644755922,6721.175585208999,6584.992797795999,6653.6077098060005,1565475.1073254019
2018-01-12,6681.127364386001,6709.328296552999,6584.860773339,6630.076135161999,1469058.6613611772
2018-01-15,6674.886598426001,6700.452854018999,6579.443046742999,6604.456315885999,1059212.4816643717
2018-01-16,6608.545612373,6706.341302242,6556.054103868999,6698.905305009,976304.6255541054
2018-01-17,6668.0317527629995,6771.818774399001,6635.959160738999,6735.222807399001,1376768.9044623794
2018-01-18,6932.901430928999,7035.715450993,6836.029573429,6865.6010495030005,2142669.938511823
2018-01-19,6930.942205483,6950.725211415999,6848.264927462001,6901.454607729,1273434.374493717
2018-01-22,6881.205936299001,6908.588836132,6811.745498818999,6868.246646095999,937714.0805665338
2018-01-23,6886.745480766001,6926.677667518999,6849.889056612999,6906.184033185999,1035519.1386557845
2018-01-24,6919.611793909,6935.928214228999,6773.886617045999,6797.777977148999,1097755.6301161759
2018-01-25,6675.356303671999,6788.539745409001,6664.663221236001,6734.759646708999,1208641.6115228834
2018-01-26,6663.591507183001,6702.347190205998,6571.864187565999,6619.047531125999,1410960.6537966505
2018-01-29,6694.418989986002,6764.533412753,6638.230875259001,6699.776902496,1318827.71438612
2018-01-30,6646.842653559001,6653.811420091999,6480.988694971999,6517.862712409001,1606464.6729273577
2018-01-31,6262.543574785999,6407.632385912,6227.822783956,6260.2189463760005,2220781.224444577
2018-02-01,6319.3913470920015,6353.801225312001,6194.244993499,6306.903933561999,1631816.9109540926
2018-02-02,6224.285822832001,6287.570335492001,6138.763461909,6183.009278296001,1729016.0423543074
2018-02-05,6063.9188957589995,6128.775814939,6000.679581655,6073.225575842,2148922.0245219874
2018-02-06,5819.4021659420005,5915.966585005001,5604.687474725,5785.056998765,3526298.2031626552
2018-02-07,6056.5251362320005,6078.133027375,5785.544034408,5793.475464484999,2955171.2311577224
2018-02-08,5827.564265548,5937.037574024999,5788.206746528001,5885.781730422001,2284064.229156896
2018-02-09,5682.249149992,5779.905075648001,5611.790149105,5713.426438644999,2814568.5801603165
2018-02-13,5887.205298082,5909.301761555,5673.251220072,5691.936120835,2143047.8741914867
2018-02-14,5739.877223658001,5913.762926055,5714.220665158001,5872.448852678001,2168919.054244507
2018-02-15,5971.628086705,6164.5992687749995,5934.944424782,6084.097605912,2046231.9598876524
2018-02-16,6149.9743149020005,6256.161541244999,6112.348919275,6190.836257065,1535967.1502151287
2018-02-19,6250.598421815,6294.334183165,6165.503685645,6282.242212532,1139032.0949372777
2018-02-20,6261.347813278001,6279.855924392,6140.081872659001,6180.409725332001,1208900.4592485235
2018-02-21,6233.667767469,6343.172529425001,6199.401815641999,6276.916062855001,1401242.438393893
2018-02-22,6207.997758098999,6260.6961280549995,6142.110603242,6213.800933618999,1364909.7632927212
2018-02-23,6207.660642609,6243.929108422,6158.421071984998,6210.887728232,1146459.359359123
2018-02-26,6311.382874525,6345.645557708999,6236.357269924998,6284.021512485,1008812.1700302014
2018-02-27,6380.598793244999,6504.777814448999,6359.742028027999,6440.583014249,1460670.0789884597
2018-02-28,6436.245308498999,6471.085861684999,6371.331496925,6375.748394864998,1637700.7847693774
2018-03-01,6306.609472575,6371.958945075,6252.359595182001,6307.2711094020015,1236004.2719401545
2018-03-02,6107.757766471998,6259.296927397999,6096.058227739,6196.514252315,1635319.4536651403
2018-03-05,6197.851930651999,6284.076852565,6065.308402642001,6107.971193275,1415306.961971364
2018-03-06,6241.047489248001,6331.828747842002,6232.7016144280005,6271.747827755001,1326764.2028504573
2018-03-07,6203.714656765,6288.062865184998,6135.696765764999,6151.767274041999,1426528.789429662
2018-03-08,6287.772619347999,6438.5061146849985,6265.468033065001,6395.951818404999,1670458.3265553215
2018-03-09,6496.972309778999,6595.632361572,6412.503769642001,6474.293554385,2448307.153361261
2018-03-12,6690.724912238999,6730.813988229,6577.137477898,6669.619550128999,1476711.2826125226
2018-03-13,6616.417351971999,6799.076640749,6576.362183658,6785.464458791999,1550284.3986224672
2018-03-14,6683.649310577999,6777.496411015,6608.162991398,6675.856001882001,1591024.426440285
2018-03-15,6634.514452452,6711.9852147189995,6603.373791398,6667.430114195,1390845.7778956953
2018-03-16,6672.201250612,6693.422586764999,6549.423583835001,6591.804983832,1435675.249427718
2018-03-19,6510.923809225,6584.029995119,6462.120578335,6519.6023775290005,1100670.950979651
